date,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,OT
2010/2/18 21:00,0.054,242.01,8.2,0,0,19,2.01
2010/2/18 22:00,0,240.62,3.4,0,0,1,0.836
2010/2/18 23:00,0.084,244.72,1.6,0,0,1,0.39
2010/2/19 0:00,0.046,241.53,1,0,0,1,0.258
2010/2/19 1:00,0.176,239.77,1.8,0,2,1,0.394
2010/2/19 2:00,0,243.68,1,0,0,0,0.256
2010/2/19 3:00,0.1,244.3,1.4,0,0,0,0.36
2010/2/19 4:00,0.048,244.18,5.4,0,0,19,1.358
2010/2/19 5:00,0,244.46,1,0,0,0,0.258
2010/2/19 6:00,0,243.41,1,0,0,0,0.26
2010/2/19 7:00,0.318,241.71,3.8,0,1,1,0.862
2010/2/19 8:00,0.052,236.75,7.4,2,1,18,1.756
2010/2/19 9:00,0,241.42,7.2,0,0,19,1.732
2010/2/19 10:00,0.07,241.66,7.4,0,0,18,1.788
2010/2/19 11:00,0.18,242.06,6.4,0,0,18,1.536
2010/2/19 12:00,0.156,238.8,7.2,0,0,18,1.744
2010/2/19 13:00,0.072,241.18,1.4,0,1,1,0.33
2010/2/19 14:00,0.204,241.23,2,0,1,0,0.43
2010/2/19 15:00,0.102,247.59,1.4,0,0,0,0.356
2010/2/19 16:00,0,246.76,1,0,0,1,0.264
2010/2/19 17:00,0.048,244.36,6.4,0,0,19,1.57
2010/2/19 18:00,0,243.34,1,0,0,1,0.26
2010/2/19 19:00,0.178,239.35,7.8,0,2,1,1.87
2010/2/19 20:00,0.376,238.07,19,32,1,18,4.384
2010/2/19 21:00,0,240.92,8.8,0,0,19,2.134
2010/2/19 22:00,0,238.43,10.8,0,0,18,2.588
2010/2/19 23:00,0,241.05,9.2,0,0,18,2.248
2010/2/20 0:00,0.062,242.04,6.2,0,0,19,1.53
2010/2/20 1:00,0.048,241.05,5.8,0,2,18,1.424
2010/2/20 2:00,0.162,241.09,1.8,0,1,1,0.416
2010/2/20 3:00,0.058,243.74,1,0,0,1,0.258
2010/2/20 4:00,0.082,245.19,1.4,0,0,1,0.36
2010/2/20 5:00,0.054,246.03,1,0,0,0,0.258
2010/2/20 6:00,0.056,244.95,1,0,0,1,0.262
2010/2/20 7:00,0.11,241.61,8.2,0,0,28,2.014
2010/2/20 8:00,0.268,239.7,11.2,0,1,19,2.592
2010/2/20 9:00,0,240.19,6.4,0,0,18,1.556
2010/2/20 10:00,0.066,237.79,5.6,1,0,18,1.356
2010/2/20 11:00,0.204,239.88,7,0,0,18,1.688
2010/2/20 12:00,0.074,238.33,6.4,0,0,18,1.554
2010/2/20 13:00,0.212,237.56,6.4,0,0,18,1.512
2010/2/20 14:00,0.292,241.47,6.6,0,1,19,1.58
2010/2/20 15:00,0.05,243.66,1.2,0,0,0,0.274
2010/2/20 16:00,0.084,243.11,1.6,0,0,1,0.376
2010/2/20 17:00,0.052,242.8,1.2,0,0,1,0.272
2010/2/20 18:00,0.426,235.86,17.2,28,0,18,4.01
2010/2/20 19:00,0.2,237.1,10,1,0,18,2.368
2010/2/20 20:00,0.374,239.62,13.2,15,1,1,2.974
2010/2/20 21:00,0.098,241.3,18.8,39,0,18,4.562
2010/2/20 22:00,0.108,241.53,6.2,2,0,1,1.49
2010/2/20 23:00,0.096,241.13,5,0,0,1,1.22
2010/2/21 0:00,0.064,243.61,1.2,0,0,1,0.274
2010/2/21 1:00,0.064,243.27,1.2,0,0,1,0.272
2010/2/21 2:00,0.282,241.29,6.6,0,1,19,1.574
2010/2/21 3:00,0.062,244.41,1.2,0,0,0,0.276
2010/2/21 4:00,0.076,244.99,1.6,0,0,1,0.384
2010/2/21 5:00,0.062,244.73,1.2,0,0,1,0.276
2010/2/21 6:00,0.064,243.68,1.2,0,0,1,0.274
2010/2/21 7:00,0.072,243.33,1.6,0,0,1,0.384
2010/2/21 8:00,0.176,245.9,2,0,1,1,0.44
2010/2/21 9:00,0,243.43,1.8,0,0,1,0.408
2010/2/21 10:00,0.082,238.62,8.2,0,1,18,1.952
2010/2/21 11:00,0,241.26,7.6,0,0,18,1.858
2010/2/21 12:00,0.346,239.14,16.6,27,3,18,3.806
2010/2/21 13:00,0.182,242.52,6.4,0,1,19,1.564
2010/2/21 14:00,0.048,236.38,20.2,54,0,18,4.744
2010/2/21 15:00,0.144,241.44,18.8,46,0,19,4.542
2010/2/21 16:00,0,243.76,6.8,0,0,19,1.682
2010/2/21 17:00,0.2,236.15,15.6,0,37,18,3.718
2010/2/21 18:00,0.168,232.7,7.6,0,4,17,1.792
2010/2/21 19:00,0.054,235.67,8.8,0,0,17,2.102
2010/2/21 20:00,0.08,239.28,9,0,1,18,2.188
2010/2/21 21:00,0,235.77,9.8,0,0,17,2.314
2010/2/21 22:00,0.096,235.4,10,0,0,18,2.388
2010/2/21 23:00,0,239.64,8.4,0,0,18,2.042
2010/2/22 0:00,0.186,241.23,6.4,0,2,19,1.552
2010/2/22 1:00,0.06,242.11,5.4,0,0,18,1.336
2010/2/22 2:00,0.048,242.6,1,0,0,0,0.252
2010/2/22 3:00,0.072,241.63,1.6,0,0,1,0.362
2010/2/22 4:00,0.19,241.67,1.8,0,0,1,0.422
2010/2/22 5:00,0.054,240.86,1.4,0,0,0,0.32
2010/2/22 6:00,0.082,245.7,1.4,0,1,0,0.332
2010/2/22 7:00,0.16,235.97,17.6,0,35,17,4.17
2010/2/22 8:00,0.066,230.25,14.4,36,0,17,3.342
2010/2/22 9:00,0,236.17,5.6,1,0,18,1.352
2010/2/22 10:00,0.19,236.12,6.2,0,1,17,1.458
2010/2/22 11:00,0.22,234.69,6.2,0,2,17,1.448
2010/2/22 12:00,0.214,238.18,8,0,0,28,1.934
2010/2/22 13:00,0,242.64,1.2,0,0,0,0.294
2010/2/22 14:00,0.09,240.8,1.6,0,0,0,0.39
2010/2/22 15:00,0,244.5,1,0,0,1,0.248
2010/2/22 16:00,0.098,244.43,1.4,0,1,1,0.33
2010/2/22 17:00,0.334,242.74,2.4,0,1,1,0.488
2010/2/22 18:00,0.056,239.92,2.8,0,0,0,0.672
2010/2/22 19:00,0.134,239.56,4.8,0,0,10,1.172
2010/2/22 20:00,0.404,235.37,12,0,0,17,2.818
2010/2/22 21:00,0.372,239.68,11.2,0,0,18,2.7
2010/2/22 22:00,0.168,239.41,2.4,0,2,0,0.586
2010/2/22 23:00,0.064,241.93,1.4,0,1,0,0.324
2010/2/23 0:00,0.05,242.57,1,0,0,1,0.252
2010/2/23 1:00,0.046,242.86,1,0,0,1,0.248
2010/2/23 2:00,0.192,242.74,1.8,0,0,0,0.42
2010/2/23 3:00,0.092,244.17,1.4,0,0,0,0.346
2010/2/23 4:00,0.076,243.03,1.4,0,1,1,0.324
2010/2/23 5:00,0.064,243.46,5.8,0,1,19,1.412
2010/2/23 6:00,0.048,242.83,1,0,0,0,0.254
2010/2/23 7:00,0.13,238.66,10.2,0,0,0,2.456
2010/2/23 8:00,0.2,239.07,7.8,0,0,18,1.884
2010/2/23 9:00,0.05,238.98,5.6,0,0,18,1.372
2010/2/23 10:00,0.17,240.57,7.2,0,1,19,1.732
2010/2/23 11:00,0.048,242.07,5.8,0,0,18,1.436
2010/2/23 12:00,0.082,240.99,6.2,0,0,19,1.534
2010/2/23 13:00,0.102,243.58,1.4,0,0,1,0.342
2010/2/23 14:00,0,245.66,1,0,0,1,0.25
2010/2/23 15:00,0.266,244.91,2.8,0,1,2,0.564
2010/2/23 16:00,0.204,245.3,1.8,0,1,1,0.388
2010/2/23 17:00,0,243.68,1.4,0,0,0,0.322
2010/2/23 18:00,0.1,241.9,1.4,0,0,0,0.344
2010/2/23 19:00,0.4,239.36,22,0,39,18,5.25
2010/2/23 20:00,0.256,242.96,3.2,0,0,1,0.75
2010/2/23 21:00,0,237.76,4.2,0,2,1,1.026
2010/2/23 22:00,0.076,234.41,27.8,0,72,18,6.54
2010/2/23 23:00,0.21,241.34,2.4,0,0,1,0.53
2010/2/24 0:00,0.11,243.58,1.4,0,0,1,0.356
2010/2/24 1:00,0,242.3,1.2,0,0,1,0.278
2010/2/24 2:00,0,242.56,1,0,0,0,0.258
2010/2/24 3:00,0.202,243.09,1.8,0,2,1,0.412
2010/2/24 4:00,0.094,242.96,1.4,0,1,1,0.328
2010/2/24 5:00,0.104,241.57,1.6,0,0,1,0.36
2010/2/24 6:00,0.102,241.48,1.4,0,0,1,0.358
2010/2/24 7:00,0.11,243.01,3.2,0,0,0,0.744
2010/2/24 8:00,0.12,236.81,15,1,36,18,3.578
2010/2/24 9:00,0.102,241.58,6,1,1,19,1.47
2010/2/24 10:00,0.174,243.7,6.2,0,1,18,1.498
2010/2/24 11:00,0.088,239.26,7,0,0,18,1.696
2010/2/24 12:00,0.122,240.5,7.4,0,0,18,1.78
2010/2/24 13:00,0.07,243.51,7,0,0,18,1.73
2010/2/24 14:00,0.068,241.67,5.8,0,0,19,1.398
2010/2/24 15:00,0.09,243.46,5.8,0,1,19,1.418
2010/2/24 16:00,0.102,243,5.8,0,0,19,1.44
2010/2/24 17:00,0.094,240.65,5.8,0,0,19,1.41
2010/2/24 18:00,0,241.84,6.6,0,0,19,1.63
2010/2/24 19:00,0,238.03,2.4,0,0,1,0.588
2010/2/24 20:00,0.144,238.72,6.4,0,1,1,1.52
2010/2/24 21:00,0.132,238.72,10.6,1,1,19,2.56
2010/2/24 22:00,0.098,239.57,5.6,3,0,1,1.15
2010/2/24 23:00,0.056,241.41,2.6,0,0,0,0.622
2010/2/25 0:00,0,242.92,1.2,0,0,0,0.292
2010/2/25 1:00,0,239.83,2.2,0,0,0,0.518
2010/2/25 2:00,0.27,241.71,2.2,0,2,0,0.454
2010/2/25 3:00,0,244.93,1,0,0,0,0.252
2010/2/25 4:00,0.046,242.28,1,0,0,1,0.248
2010/2/25 5:00,0,243.75,1,0,0,1,0.252
2010/2/25 6:00,0.084,241.01,1.4,0,0,0,0.356
2010/2/25 7:00,0.21,241.37,5.6,0,0,1,1.34
2010/2/25 8:00,0.156,239.73,6.6,0,1,19,1.604
2010/2/25 9:00,0,239.73,5.6,0,0,18,1.378
2010/2/25 10:00,0.046,239.77,5.6,0,0,18,1.366
2010/2/25 11:00,0.058,238.82,7.2,0,0,18,1.746
2010/2/25 12:00,0.074,241.2,6.2,0,0,19,1.526
2010/2/25 13:00,0,240.42,6.2,0,2,18,1.52
2010/2/25 14:00,0.166,241.85,7.2,0,1,18,1.764
2010/2/25 15:00,0.054,244.96,5.8,0,0,19,1.424
2010/2/25 16:00,0.08,244.7,8,0,0,19,1.98
2010/2/25 17:00,0,242.79,8.6,0,0,19,2.084
2010/2/25 18:00,0.064,240.14,7.6,0,0,18,1.82
2010/2/25 19:00,0,239.44,4.8,0,2,1,1.164
2010/2/25 20:00,0,237.09,4.6,0,0,0,1.108
2010/2/25 21:00,0.116,237.85,7.6,0,0,0,1.83
2010/2/25 22:00,0,234.11,9.8,0,0,18,2.294
2010/2/25 23:00,0,240.42,4.8,0,0,1,1.182
2010/2/26 0:00,0.206,244.21,3.2,0,2,1,0.778
2010/2/26 1:00,0.176,244.06,2,0,1,1,0.472
2010/2/26 2:00,0.054,241.58,1,0,0,0,0.246
2010/2/26 3:00,0.052,242.81,1,0,0,0,0.248
2010/2/26 4:00,0.066,241.25,5.4,0,0,19,1.322
2010/2/26 5:00,0.08,242.14,1.4,0,0,1,0.352
2010/2/26 6:00,0.198,241.21,1.8,0,1,0,0.42
2010/2/26 7:00,0.324,239.61,3,0,1,0,0.666
2010/2/26 8:00,0.06,240.48,7.8,0,2,18,1.884
2010/2/26 9:00,0,239.53,2.8,0,0,1,0.658
2010/2/26 10:00,0,237.35,2.8,0,0,1,0.672
2010/2/26 11:00,0.078,239.93,9.2,0,0,18,2.224
2010/2/26 12:00,0.258,240.56,8.6,0,1,21,2.054
2010/2/26 13:00,0.18,241.58,6.4,0,0,18,1.57
2010/2/26 14:00,0.266,240.71,11.2,0,4,19,2.58
2010/2/26 15:00,0,242.09,5.4,0,0,18,1.346
2010/2/26 16:00,0.088,243.09,1.4,0,1,0,0.328
2010/2/26 17:00,0.174,240.78,7.6,0,1,18,1.834
2010/2/26 18:00,0.156,241.09,3.8,0,0,1,0.89
2010/2/26 19:00,0.064,234.69,13,0,0,17,3.082
2010/2/26 20:00,0,237.3,10,0,0,18,2.404
2010/2/26 21:00,0,237.41,18.2,37,0,18,4.318
2010/2/26 22:00,0.14,236.47,13.2,2,1,18,3.15
2010/2/26 23:00,0.058,242.84,7.8,0,0,19,1.89
2010/2/27 0:00,0,241.58,6,0,0,18,1.482
2010/2/27 1:00,0.054,242.39,1,0,0,1,0.252
2010/2/27 2:00,0.086,244.69,1.4,0,0,1,0.36
2010/2/27 3:00,0.198,241.18,1.8,0,1,1,0.418
2010/2/27 4:00,0.07,243.9,1.2,0,1,1,0.32
2010/2/27 5:00,0,241.4,1.4,0,0,1,0.298
2010/2/27 6:00,0.046,241.66,1.4,0,0,1,0.324
2010/2/27 7:00,0.078,242.75,1.4,0,0,1,0.36
2010/2/27 8:00,0.108,241.56,2.2,0,0,0,0.542
2010/2/27 9:00,0.07,239.17,2.8,0,1,1,0.672
2010/2/27 10:00,0.05,241.75,6.8,0,0,18,1.676
2010/2/27 11:00,0,240.32,6,0,0,19,1.464
2010/2/27 12:00,0.09,239.7,7.2,0,0,18,1.736
2010/2/27 13:00,0.15,241.53,7.2,1,0,18,1.742
2010/2/27 14:00,0.238,244.16,6.4,1,1,19,1.582
2010/2/27 15:00,0.084,242.88,5.6,0,1,19,1.398
2010/2/27 16:00,0.096,242.2,5.8,0,0,19,1.428
2010/2/27 17:00,0.252,240.97,10.4,10,0,18,2.366
2010/2/27 18:00,0.106,240.78,11,14,0,19,2.52
2010/2/27 19:00,0.206,237.89,7.2,1,2,18,1.7
2010/2/27 20:00,0.194,238.35,6.8,0,1,18,1.65
2010/2/27 21:00,0.084,241.2,6.6,0,0,19,1.596
2010/2/27 22:00,0.06,239.27,2,0,0,1,0.494
2010/2/27 23:00,0,243.18,1.8,0,0,0,0.442
2010/2/28 0:00,0.104,244.65,2.2,0,0,0,0.54
2010/2/28 1:00,0.228,243.81,2.6,0,2,1,0.602
2010/2/28 2:00,0.088,243.6,2,0,1,1,0.502
2010/2/28 3:00,0.074,244.75,2,0,0,1,0.51
2010/2/28 4:00,0.1,242.73,2.2,0,0,1,0.528
2010/2/28 5:00,0.184,245.41,4.4,0,0,11,1.06
2010/2/28 6:00,0.046,241.52,6.2,0,0,18,1.506
2010/2/28 7:00,0.218,241.74,2.6,0,1,1,0.608
2010/2/28 8:00,0.186,240.9,2.4,0,1,0,0.572
2010/2/28 9:00,0.064,241.52,2,0,0,1,0.498
2010/2/28 10:00,0.102,243.88,2.2,0,0,1,0.542
2010/2/28 11:00,0.11,243.34,1.4,0,0,0,0.346
2010/2/28 12:00,0,241.57,1,0,0,1,0.242
2010/2/28 13:00,0.09,241.4,1.4,0,1,0,0.32
2010/2/28 14:00,0.36,246.55,2.4,0,1,0,0.49
2010/2/28 15:00,0,244.62,1,0,0,1,0.25
2010/2/28 16:00,0,243.37,1,0,0,0,0.244
2010/2/28 17:00,0.104,241.47,1.4,0,0,1,0.348
2010/2/28 18:00,0,241.79,1,0,0,0,0.248
2010/2/28 19:00,0.188,240,1.8,0,1,1,0.382
2010/2/28 20:00,0.094,240.37,1.4,0,0,1,0.352
2010/2/28 21:00,0,241.92,1,0,0,1,0.246
2010/2/28 22:00,0,237.71,1,0,0,0,0.242
2010/2/28 23:00,0.202,241.13,1.8,0,0,1,0.422
2010/3/1 0:00,0.156,240.92,1.6,0,1,1,0.37
2010/3/1 1:00,0.09,242.58,1.2,0,1,0,0.314
2010/3/1 2:00,0.092,241.94,5.8,0,0,19,1.43
2010/3/1 3:00,0,243.86,1,0,0,0,0.248
2010/3/1 4:00,0.074,242.78,1.4,0,0,0,0.32
2010/3/1 5:00,0.098,240.39,1.4,0,0,1,0.348
2010/3/1 6:00,0.094,243.29,1.4,0,2,0,0.322
2010/3/1 7:00,0,240.45,1,0,0,1,0.246
2010/3/1 8:00,0.092,239.33,1.4,0,0,1,0.35
2010/3/1 9:00,0.054,243.17,1.4,0,0,0,0.362
2010/3/1 10:00,0.054,241.04,1.4,0,0,0,0.35
2010/3/1 11:00,0.242,240.98,2.2,0,2,1,0.492
2010/3/1 12:00,0,240.17,9.6,0,1,18,2.34
2010/3/1 13:00,0.07,241.93,5.8,0,0,18,1.424
2010/3/1 14:00,0.218,244.56,6.4,0,0,18,1.552
2010/3/1 15:00,0,245.3,5.6,0,0,19,1.384
2010/3/1 16:00,0.096,243.55,3.8,0,1,1,0.918
2010/3/1 17:00,0.236,243.6,4,0,2,1,0.98
2010/3/1 18:00,0.262,241.42,6,0,0,10,1.454
2010/3/1 19:00,0,240.39,3.2,0,0,0,0.794
2010/3/1 20:00,0.09,237.62,3.8,0,0,0,0.888
2010/3/1 21:00,0.064,238.41,13.6,37,0,1,3.252
2010/3/1 22:00,0.23,238.92,2.8,1,1,1,0.634
2010/3/1 23:00,0.096,240.32,6.6,0,0,19,1.606
2010/3/2 0:00,0,240.01,1.8,0,0,0,0.434
2010/3/2 1:00,0,241.67,1.8,0,0,1,0.44
2010/3/2 2:00,0.22,242.63,2.6,0,0,1,0.622
2010/3/2 3:00,0.112,245.1,2.2,0,1,1,0.526
2010/3/2 4:00,0,246.5,1.8,0,0,1,0.456
2010/3/2 5:00,0.118,243.4,2.2,0,0,1,0.552
2010/3/2 6:00,0,243.61,1.8,0,0,0,0.452
2010/3/2 7:00,0.082,242.29,2,0,0,1,0.514
2010/3/2 8:00,0.224,239.58,2.6,0,1,1,0.618
2010/3/2 9:00,0.146,241.26,1.6,0,1,1,0.348
2010/3/2 10:00,0,241.23,1,0,0,1,0.254
2010/3/2 11:00,0.218,240.12,2,0,0,0,0.434
2010/3/2 12:00,0.054,241.58,1.2,0,0,0,0.302
2010/3/2 13:00,0,242.22,5.4,0,0,19,1.338
2010/3/2 14:00,0.266,245.97,2,0,1,0,0.44
2010/3/2 15:00,0,244.6,1.4,0,0,1,0.314
2010/3/2 16:00,0.094,243.22,1.4,0,0,1,0.326
2010/3/2 17:00,0.12,241.65,1.6,0,0,1,0.36
2010/3/2 18:00,0,242.96,1,0,0,1,0.26
2010/3/2 19:00,0.098,239.26,1.4,0,1,1,0.322
2010/3/2 20:00,0.172,240.89,1.8,0,0,1,0.4
2010/3/2 21:00,0,235.07,1,0,0,1,0.25
2010/3/2 22:00,0,240.11,5.4,0,0,18,1.32
2010/3/2 23:00,0.216,240.07,2,0,0,0,0.434
2010/3/3 0:00,0.08,239.15,4.2,0,2,0,1.004
2010/3/3 1:00,0.112,240.9,2.6,0,0,0,0.616
2010/3/3 2:00,0,241.95,2.8,0,0,0,0.704
2010/3/3 3:00,0.08,243.8,2.2,0,0,1,0.538
2010/3/3 4:00,0,241.93,1.2,0,0,1,0.268
2010/3/3 5:00,0.23,241.28,2,0,1,0,0.444
2010/3/3 6:00,0,241.52,1.2,0,0,0,0.274
2010/3/3 7:00,0,242.39,1.2,0,0,1,0.272
2010/3/3 8:00,0.35,237.87,9,0,0,27,2.128
2010/3/3 9:00,0.084,240.15,5.8,0,0,18,1.412
2010/3/3 10:00,0.088,242.45,5.8,0,2,18,1.432
2010/3/3 11:00,0.22,240.1,6.2,0,1,19,1.506
2010/3/3 12:00,0.096,240.88,6.6,0,0,19,1.6
2010/3/3 13:00,0,243.05,1.2,0,0,1,0.27
2010/3/3 14:00,0,243.94,1.2,0,0,0,0.268
2010/3/3 15:00,0.252,242.89,2.2,0,2,0,0.468
2010/3/3 16:00,0.214,244.23,1.8,0,1,0,0.408
2010/3/3 17:00,0,243.91,1.2,0,0,0,0.27
2010/3/3 18:00,0.106,239.83,1.6,0,0,1,0.362
2010/3/3 19:00,0,241.5,1.2,0,0,1,0.268
2010/3/3 20:00,0.068,238.04,1.4,0,0,1,0.338
2010/3/3 21:00,0.21,239.37,6.2,0,1,18,1.488
2010/3/3 22:00,0,240.09,1,0,0,0,0.262
2010/3/3 23:00,0,240.08,1,0,0,1,0.262
2010/3/4 0:00,0.214,241.89,2,0,0,0,0.442
2010/3/4 1:00,0,242.41,1.2,0,0,1,0.268
2010/3/4 2:00,0.1,243.06,1.4,0,2,1,0.348
2010/3/4 3:00,0.12,244.94,1.6,0,0,1,0.382
2010/3/4 4:00,0.114,246.55,1.6,0,0,0,0.366
2010/3/4 5:00,0,245.91,1.2,0,0,1,0.276
2010/3/4 6:00,0,245.87,1.2,0,0,0,0.282
2010/3/4 7:00,0.108,244.4,5.8,0,0,18,1.376
2010/3/4 8:00,0.102,243.41,1.4,0,1,1,0.344
2010/3/4 9:00,0.076,240.8,1.4,0,0,1,0.338
2010/3/4 10:00,0.108,241.47,1.6,0,0,1,0.362
2010/3/4 11:00,0,243.02,1.8,0,0,1,0.434
2010/3/4 12:00,0,239.78,1.2,0,0,0,0.262
2010/3/4 13:00,0.346,243.23,2.4,0,1,1,0.51
2010/3/4 14:00,0,245.33,1.2,0,0,1,0.272
2010/3/4 15:00,0,244.11,1.2,0,0,0,0.27
2010/3/4 16:00,0.118,244.31,1.6,0,0,1,0.374
2010/3/4 17:00,0.072,243.18,5.8,0,0,19,1.43
2010/3/4 18:00,0.1,242.53,1.4,0,1,1,0.354
2010/3/4 19:00,0.084,236.46,2.2,0,0,1,0.52
2010/3/4 20:00,0,241.64,1.8,0,0,0,0.432
2010/3/4 21:00,0.07,241.7,2,0,0,1,0.502
2010/3/4 22:00,0.094,239.74,2.2,0,0,0,0.53
2010/3/4 23:00,0,243.76,1.8,0,0,1,0.436
2010/3/5 0:00,0.19,241.09,2.4,0,1,1,0.572
2010/3/5 1:00,0.098,241.11,2.4,0,0,0,0.55
2010/3/5 2:00,0.104,242.15,2.2,0,0,1,0.528
2010/3/5 3:00,0,243.94,6.2,0,0,19,1.538
2010/3/5 4:00,0.076,243.4,2,0,0,1,0.508
2010/3/5 5:00,0.23,242.65,2.6,0,1,1,0.6
2010/3/5 6:00,0,243.92,1.8,0,0,1,0.444
2010/3/5 7:00,0,242.13,1.8,0,0,1,0.43
2010/3/5 8:00,0.206,242.59,2.2,0,0,0,0.482
2010/3/5 9:00,0,243.19,1.2,0,0,0,0.3
2010/3/5 10:00,0.09,241.43,1.4,0,2,1,0.348
2010/3/5 11:00,0.142,244.16,2.6,0,0,0,0.614
2010/3/5 12:00,0.1,246,1.8,0,0,1,0.436
2010/3/5 13:00,0,243.97,6.6,0,0,19,1.65
2010/3/5 14:00,0.242,245.05,6.6,1,0,19,1.616
2010/3/5 15:00,0.112,245.39,6,1,1,19,1.464
2010/3/5 16:00,0.314,243.75,7.2,0,0,0,1.688
2010/3/5 17:00,0.138,246.39,1.6,0,0,1,0.376
2010/3/5 18:00,0.096,243.53,1.4,0,0,1,0.336
2010/3/5 19:00,0,241.31,1,0,0,1,0.262
2010/3/5 20:00,0.342,242.24,6.8,0,1,1,1.632
2010/3/5 21:00,0.076,246.77,2.2,0,0,1,0.574
2010/3/5 22:00,0.114,242.73,6.8,0,0,19,1.68
2010/3/5 23:00,0,241.67,1.6,0,0,1,0.418
2010/3/6 0:00,0.224,241.99,2.6,0,0,1,0.598
2010/3/6 1:00,0.23,238.03,2,0,2,1,0.414
2010/3/6 2:00,0.11,241.84,1.4,0,1,1,0.316
2010/3/6 3:00,0,243.21,1,0,0,1,0.25
2010/3/6 4:00,0.106,246.25,1.4,0,0,1,0.328
2010/3/6 5:00,0,245.13,1,0,0,1,0.254
2010/3/6 6:00,0,243.61,1,0,0,0,0.258
2010/3/6 7:00,0.23,241.17,6.2,0,1,18,1.488
2010/3/6 8:00,0.224,241.44,1.8,0,0,0,0.41
2010/3/6 9:00,0,245.23,1.2,0,0,1,0.28
2010/3/6 10:00,0,241.78,2.4,0,0,0,0.582
2010/3/6 11:00,0.086,243.06,5.8,0,0,19,1.414
2010/3/6 12:00,0.114,243.24,1.4,0,1,1,0.326
2010/3/6 13:00,0,244.01,1,0,0,1,0.258
2010/3/6 14:00,0.142,246.98,1.6,0,0,0,0.362
2010/3/6 15:00,0.232,248.38,1.8,0,0,0,0.412
2010/3/6 16:00,0.136,245.53,1.4,0,0,0,0.354
2010/3/6 17:00,0.258,240.59,9.8,0,2,18,2.37
2010/3/6 18:00,0.076,244.55,2,0,0,1,0.514
2010/3/6 19:00,0,240.76,1.8,0,0,1,0.428
2010/3/6 20:00,0,239.05,1.8,0,0,1,0.428
2010/3/6 21:00,0.072,242.76,2,0,0,1,0.51
2010/3/6 22:00,0.238,244.93,2.6,0,1,1,0.628
2010/3/6 23:00,0.238,245.72,2.6,0,1,1,0.604
2010/3/7 0:00,0,246.11,1.8,0,0,1,0.462
2010/3/7 1:00,0.076,246.2,2,0,0,1,0.508
2010/3/7 2:00,0,244.85,6.2,0,0,20,1.546
2010/3/7 3:00,0,246.75,1.8,0,0,1,0.444
2010/3/7 4:00,0.17,245.98,2.4,0,1,1,0.578
2010/3/7 5:00,0.114,245.92,2.2,0,0,1,0.55
2010/3/7 6:00,0.116,246.66,2.2,0,0,1,0.544
2010/3/7 7:00,0.114,245.96,2.2,0,0,1,0.544
2010/3/7 8:00,0,245.43,1.8,0,0,1,0.442
2010/3/7 9:00,0.208,245.8,2.6,0,1,1,0.602
2010/3/7 10:00,0,244.16,1,0,0,1,0.246
2010/3/7 11:00,0,242.18,5.4,0,0,19,1.328
2010/3/7 12:00,0,243.43,1,0,0,0,0.25
2010/3/7 13:00,0,241.9,1,0,0,1,0.246
2010/3/7 14:00,0.122,244.99,1.4,0,0,1,0.36
2010/3/7 15:00,0.258,246.81,2,0,1,0,0.43
2010/3/7 16:00,0.212,243.57,3.4,0,1,1,0.802
2010/3/7 17:00,0,238.8,17.8,0,55,1,4.108
2010/3/7 18:00,0,241.89,3,0,0,0,0.744
2010/3/7 19:00,0.236,239.38,4.4,0,1,1,1.026
2010/3/7 20:00,0.192,236.6,12.8,0,0,18,3.054
2010/3/7 21:00,0,240.61,4.4,0,0,0,1.056
2010/3/7 22:00,0.092,239.87,5.6,0,1,0,1.372
2010/3/7 23:00,0.13,245.8,3.8,0,0,1,0.928
2010/3/8 0:00,0.226,248.05,3.4,0,1,1,0.808
2010/3/8 1:00,0.092,243.18,6.2,0,0,19,1.536
2010/3/8 2:00,0,247.6,1.4,0,0,0,0.312
2010/3/8 3:00,0.216,247.85,2.2,0,0,1,0.476
2010/3/8 4:00,0,247.52,1.4,0,0,1,0.328
2010/3/8 5:00,0,246.99,1.4,0,0,1,0.306
2010/3/8 6:00,0.252,246.66,2.2,0,1,0,0.482
2010/3/8 7:00,0,242.23,14.4,0,0,19,3.494
2010/3/8 8:00,0.08,239.96,25.4,0,75,18,6.134
2010/3/8 9:00,0.118,237.83,23,1,64,18,5.398
2010/3/8 10:00,0.104,242.93,6.6,1,1,18,1.632
2010/3/8 11:00,0.072,242.21,6.6,0,0,18,1.634
2010/3/8 12:00,0.306,242.18,24.2,68,1,18,5.65
2010/3/8 13:00,0.17,245.72,7.6,1,1,19,1.868
2010/3/8 14:00,0.376,244.54,7.4,0,0,19,1.802
2010/3/8 15:00,0.354,243.16,16.8,39,1,19,4.104
2010/3/8 16:00,0.218,243.37,14.2,0,31,19,3.428
2010/3/8 17:00,0.106,243.49,6.2,0,0,19,1.524
2010/3/8 18:00,0.22,242.89,6.8,0,0,18,1.644
2010/3/8 19:00,0.08,240.84,5.4,0,0,0,1.328
2010/3/8 20:00,0.33,243.06,8.6,0,0,1,2.072
2010/3/8 21:00,0.378,238.38,9.2,0,18,1,2.194
2010/3/8 22:00,0.356,242.57,3.6,0,1,0,0.804
2010/3/8 23:00,0.15,246.68,2.4,0,0,1,0.6
